DATETIME,CARRY,CARRY_CONTRACT,PRICE,PRICE_CONTRACT,FORWARD,FORWARD_CONTRACT
2022-07-25 23:00:00,2069.0,20220900,2064.0,20220800,2069.0,20220900
2022-07-27 23:00:00,,20220900,2046.0,20220800,,20220900
2022-07-28 23:00:00,,20220900,2084.0,20220800,,20220900
2022-07-29 23:00:00,,20220900,2092.0,20220800,,20220900
2022-08-01 23:00:00,2131.0,20220900,2124.0,20220800,2131.0,20220900
2022-08-02 23:00:00,,20220900,2125.0,20220800,,20220900
2022-08-03 23:00:00,,20220900,2143.0,20220800,,20220900
2022-08-04 23:00:00,,20220900,2162.0,20220800,,20220900
2022-08-05 23:00:00,,20220900,2162.0,20220800,,20220900
2022-08-08 23:00:00,2175.0,20220900,2168.0,20220800,2175.0,20220900
2022-08-15 23:00:00,2210.0,20221000,2202.0,20220900,2210.0,20221000
2022-08-22 23:00:00,2192.0,20221000,2184.0,20220900,2192.0,20221000
2022-08-25 23:00:00,,20221000,2210.0,20220900,,20221000
2022-08-29 23:00:00,2194.0,20221000,2186.0,20220900,2194.0,20221000
2022-08-30 23:00:00,,20221000,2200.0,20220900,,20221000
2022-08-31 23:00:00,,20221000,2188.0,20220900,,20221000
2022-09-05 23:00:00,,20221000,2197.0,20220900,,20221000
2022-09-06 23:00:00,,20221000,2198.0,20220900,,20221000
2022-09-07 23:00:00,,20221000,2178.0,20220900,,20221000
2022-09-08 23:00:00,,20221000,2138.0,20220900,,20221000
2022-09-09 23:00:00,,20221000,2147.0,20220900,,20221000
2022-09-12 23:00:00,2169.0,20221000,2161.0,20220900,2169.0,20221000
2022-09-14 23:00:00,,20221100,2131.0,20221000,,20221100
2022-09-19 23:00:00,2104.0,20221100,2094.0,20221000,2104.0,20221100
2022-09-23 23:00:00,,20221100,2096.0,20221000,,20221100
2022-09-26 23:00:00,2038.0,20221100,2030.0,20221000,2038.0,20221100
2022-09-27 23:00:00,,20221100,2021.0,20221000,,20221100
2022-09-28 23:00:00,,20221100,1952.0,20221000,,20221100
2022-09-29 23:00:00,,20221100,1963.0,20221000,,20221100
2022-09-30 23:00:00,,20221100,1914.0,20221000,,20221100
2022-10-03 23:00:00,1875.0,20221100,1867.0,20221000,1875.0,20221100
2022-10-10 23:00:00,1829.0,20221200,1819.0,20221100,1829.0,20221200
2022-10-17 23:00:00,1817.0,20221200,1808.0,20221100,1817.0,20221200
2022-10-21 02:15:00,,20221200,1802.0,20221100,,20221200
2022-10-21 07:00:00,,20221200,1729.0,20221100,,20221200
2022-10-21 08:00:00,,20221200,1720.0,20221100,,20221200
2022-10-21 23:00:00,,20221200,1720.0,20221100,,20221200
2022-10-24 03:00:00,,20221200,1720.0,20221100,,20221200
2022-10-24 04:00:00,,20221200,1705.0,20221100,,20221200
2022-10-24 07:00:00,,20221200,1631.0,20221100,,20221200
2022-10-24 23:00:00,1677.0,20221200,1660.0,20221100,1677.0,20221200
2022-10-25 03:00:00,,20221200,1632.0,20221100,,20221200
2022-10-25 04:00:00,,20221200,1651.0,20221100,,20221200
2022-10-25 05:00:00,,20221200,1674.0,20221100,,20221200
2022-10-25 07:00:00,,20221200,1670.0,20221100,,20221200
2022-10-25 23:00:00,,20221200,1689.0,20221100,,20221200
2022-10-26 05:00:00,,20221200,1652.0,20221100,,20221200
2022-10-26 06:00:00,,20221200,1656.0,20221100,,20221200
2022-10-26 07:00:00,,20221200,1654.0,20221100,,20221200
2022-10-26 08:00:00,,20221200,1673.0,20221100,,20221200
2022-10-26 23:00:00,,20221200,1673.0,20221100,,20221200
2022-10-27 03:00:00,,20221200,1687.0,20221100,,20221200
2022-10-27 04:00:00,,20221200,1695.0,20221100,,20221200
2022-10-27 07:00:00,,20221200,1714.0,20221100,,20221200
2022-10-27 23:00:00,,20221200,1714.0,20221100,,20221200
2022-10-28 03:00:00,,20221200,1728.0,20221100,,20221200
2022-10-28 04:00:00,,20221200,1710.0,20221100,,20221200
2022-10-28 05:00:00,,20221200,1753.0,20221100,,20221200
2022-10-28 23:00:00,,20221200,1753.0,20221100,,20221200
2022-10-31 03:00:00,,20221200,1675.0,20221100,,20221200
2022-10-31 04:00:00,,20221200,1666.0,20221100,,20221200
2022-10-31 05:00:00,,20221200,1664.0,20221100,,20221200
2022-10-31 23:00:00,1721.0,20221200,1711.0,20221100,1721.0,20221200
2022-11-01 04:00:00,,20221200,1710.0,20221100,,20221200
2022-11-01 07:00:00,,20221200,1705.0,20221100,,20221200
2022-11-01 23:00:00,,20221200,1722.0,20221100,,20221200
2022-11-02 03:00:00,,20221200,1721.0,20221100,,20221200
2022-11-02 05:00:00,,20221200,1696.0,20221100,,20221200
2022-11-02 06:00:00,,20221200,1698.0,20221100,,20221200
2022-11-02 23:00:00,,20221200,1698.0,20221100,,20221200
2022-11-03 03:00:00,,20221200,1684.0,20221100,,20221200
2022-11-03 04:00:00,,20221200,1686.0,20221100,,20221200
2022-11-03 06:00:00,,20221200,1677.0,20221100,,20221200
2022-11-03 07:00:00,,20221200,1679.0,20221100,,20221200
2022-11-03 23:00:00,,20221200,1690.0,20221100,,20221200
2022-11-04 03:00:00,,20221200,1611.0,20221100,,20221200
2022-11-04 04:00:00,,20221200,1606.0,20221100,,20221200
2022-11-04 05:00:00,,20221200,1611.0,20221100,,20221200
2022-11-04 23:00:00,,20221200,1611.0,20221100,,20221200
2022-11-07 03:00:00,,20221200,1600.0,20221100,,20221200
2022-11-07 06:00:00,,20221200,1600.0,20221100,,20221200
2022-11-07 23:00:00,1612.0,20221200,1605.0,20221100,1612.0,20221200
2022-11-08 02:00:00,,20221200,1571.0,20221100,,20221200
2022-11-08 03:00:00,,20221200,1583.0,20221100,,20221200
2022-11-08 04:00:00,,20221200,1565.0,20221100,,20221200
2022-11-08 05:00:00,,20221200,1559.0,20221100,,20221200
2022-11-08 06:00:00,,20221200,1570.0,20221100,,20221200
2022-11-08 07:00:00,,20221200,1560.0,20221100,,20221200
2022-11-08 23:00:00,,20221200,1601.0,20221100,,20221200
2022-11-09 02:00:00,,20221200,1600.0,20221100,,20221200
2022-11-09 03:00:00,,20221200,1591.0,20221100,,20221200
2022-11-09 04:00:00,,20221200,1591.0,20221100,,20221200
2022-11-09 06:00:00,,20221200,1566.0,20221100,,20221200
2022-11-09 07:00:00,,20221200,1592.0,20221100,,20221200
2022-11-09 23:00:00,,20221200,1592.0,20221100,,20221200
2022-11-10 03:00:00,,20221200,1547.0,20221100,,20221200
2022-11-10 06:00:00,,20221200,1515.0,20221100,,20221200
2022-11-10 07:00:00,,20221200,1461.0,20221100,,20221200
2022-11-10 23:00:00,,20221200,1527.0,20221100,,20221200
2022-11-11 03:00:00,,20221200,1560.0,20221100,,20221200
2022-11-11 04:00:00,,20221200,1552.0,20221100,,20221200
2022-11-11 07:00:00,,20221200,1529.0,20221100,,20221200
2022-11-11 23:00:00,,20221200,1529.0,20221100,,20221200
2022-11-14 05:00:00,,20221200,1489.0,20221100,,20221200
2022-11-14 23:00:00,1539.0,20221200,1531.0,20221100,1539.0,20221200
2022-11-15 05:00:00,,20221200,1475.0,20221100,,20221200
2022-11-15 06:00:00,,20221200,1470.0,20221100,,20221200
2022-11-15 23:00:00,,20221200,1506.0,20221100,,20221200
2022-11-16 03:00:00,,20221200,1462.0,20221100,,20221200
2022-11-16 04:00:00,,20221200,1526.0,20221100,,20221200
2022-11-16 05:00:00,,20221200,1509.0,20221100,,20221200
2022-11-16 06:00:00,,20221200,1504.0,20221100,,20221200
2022-11-16 23:00:00,,20221200,1504.0,20221100,,20221200
2022-11-17 03:00:00,,20221200,1562.0,20221100,,20221200
2022-11-17 04:00:00,,20221200,1567.0,20221100,,20221200
2022-11-17 05:00:00,,20221200,1575.0,20221100,,20221200
2022-11-17 23:00:00,,20221200,1575.0,20221100,,20221200
2022-11-18 02:00:00,,20221200,1600.0,20221100,,20221200
2022-11-18 03:00:00,,20221200,1584.0,20221100,,20221200
2022-11-18 04:00:00,,20221200,1564.0,20221100,,20221200
2022-11-18 05:00:00,,20221200,1566.0,20221100,,20221200
2022-11-18 23:00:00,,20221200,1566.0,20221100,,20221200
2022-11-21 03:00:00,,20221200,1593.0,20221100,,20221200
2022-11-21 04:00:00,,20221200,1585.0,20221100,,20221200
2022-11-21 05:00:00,,20221200,1580.0,20221100,,20221200
2022-11-21 23:00:00,1595.0,20221200,1588.0,20221100,1595.0,20221200
2022-11-22 04:00:00,,20221200,1607.0,20221100,,20221200
2022-11-22 05:00:00,,20221200,1595.0,20221100,,20221200
2022-11-22 23:00:00,,20221200,1561.0,20221100,,20221200
2022-11-23 05:00:00,,20221200,1553.0,20221100,,20221200
2022-11-23 06:00:00,,20221200,1553.0,20221100,,20221200
2022-11-23 07:00:00,,20221200,1549.0,20221100,,20221200
2022-11-23 23:00:00,,20221200,1549.0,20221100,,20221200
2022-11-24 04:00:00,,20221200,1533.0,20221100,,20221200
2022-11-24 05:00:00,,20221200,1535.0,20221100,,20221200
2022-11-24 23:00:00,,20221200,1547.0,20221100,,20221200
2022-11-25 03:00:00,,20221200,1577.0,20221100,,20221200
2022-11-25 04:00:00,,20221200,1575.0,20221100,,20221200
2022-11-25 06:00:00,,20221200,1580.0,20221100,,20221200
2022-11-25 07:00:00,,20221200,1600.0,20221100,,20221200
2022-11-25 23:00:00,,20221200,1600.0,20221100,,20221200
2022-11-28 03:00:00,,20221200,1642.0,20221100,,20221200
2022-11-28 06:00:00,1675.0,20221200,1665.0,20221100,1675.0,20221200
2022-11-28 07:00:00,1677.0,20221200,1672.0,20221100,1677.0,20221200
2022-11-28 07:00:01,,20230100,1677.0,20221200,,20230100
2022-11-28 23:00:00,1670.0,20230100,1664.0,20221200,1670.0,20230100
2022-11-30 05:00:00,,20230100,1706.0,20221200,,20230100
2022-11-30 23:00:00,,20230100,1706.0,20221200,,20230100
2022-12-01 05:00:00,,20230100,1767.0,20221200,,20230100
2022-12-01 06:00:00,,20230100,1755.0,20221200,,20230100
2022-12-01 07:00:00,,20230100,1740.0,20221200,,20230100
2022-12-01 23:00:00,,20230100,1740.0,20221200,,20230100
2022-12-02 04:00:00,,20230100,1726.0,20221200,,20230100
2022-12-02 05:00:00,,20230100,1730.0,20221200,,20230100
2022-12-02 23:00:00,,20230100,1730.0,20221200,,20230100
2022-12-05 03:00:00,,20230100,1827.0,20221200,,20230100
2022-12-05 04:00:00,,20230100,1815.0,20221200,,20230100
2022-12-05 23:00:00,1857.0,20230100,1846.0,20221200,1857.0,20230100
2022-12-06 04:00:00,,20230100,1795.0,20221200,,20230100
2022-12-06 23:00:00,,20230100,1765.0,20221200,,20230100
2022-12-07 03:00:00,,20230100,1754.0,20221200,,20230100
2022-12-07 04:00:00,,20230100,1768.0,20221200,,20230100
2022-12-07 05:00:00,,20230100,1762.0,20221200,,20230100
2022-12-07 06:00:00,,20230100,1774.0,20221200,,20230100
2022-12-07 23:00:00,,20230100,1768.0,20221200,,20230100
2022-12-08 03:00:00,,20230100,1824.0,20221200,,20230100
2022-12-08 04:00:00,,20230100,1807.0,20221200,,20230100
2022-12-08 05:00:00,,20230100,1812.0,20221200,,20230100
2022-12-08 06:00:00,,20230100,1812.0,20221200,,20230100
2022-12-08 23:00:00,,20230100,1771.0,20221200,,20230100
2022-12-09 05:00:00,,20230100,1772.0,20221200,,20230100
2022-12-09 23:00:00,,20230100,1772.0,20221200,,20230100
2022-12-12 03:00:00,,20230100,1772.0,20221200,,20230100
2022-12-12 04:00:00,,20230100,1767.0,20221200,,20230100
2022-12-12 05:00:00,,20230100,1766.0,20221200,,20230100
2022-12-12 23:00:00,1717.0,20230100,1707.0,20221200,1717.0,20230100
2022-12-13 04:00:00,,20230100,1707.0,20221200,,20230100
2022-12-13 05:00:00,,20230100,1709.0,20221200,,20230100
2022-12-13 07:00:00,,20230100,1709.0,20221200,,20230100
2022-12-13 23:00:00,,20230100,1733.0,20221200,,20230100
2022-12-14 02:00:00,,20230100,1732.0,20221200,,20230100
2022-12-14 03:00:00,,20230100,1736.0,20221200,,20230100
2022-12-14 05:00:00,,20230100,1722.0,20221200,,20230100
2022-12-14 23:00:00,,20230100,1731.0,20221200,,20230100
2022-12-15 03:00:00,,20230100,1735.0,20221200,,20230100
2022-12-15 05:00:00,,20230100,1735.0,20221200,,20230100
2022-12-15 06:00:00,,20230100,1731.0,20221200,,20230100
2022-12-15 23:00:00,,20230100,1728.0,20221200,,20230100
2022-12-16 04:00:00,,20230100,1731.0,20221200,,20230100
2022-12-16 05:00:00,,20230100,1730.0,20221200,,20230100
2022-12-16 23:00:00,,20230100,1730.0,20221200,,20230100
2022-12-19 05:00:00,,20230100,1745.0,20221200,,20230100
2022-12-19 06:00:00,,20230100,1732.0,20221200,,20230100
2022-12-19 07:00:00,,20230100,1698.0,20221200,,20230100
2022-12-19 23:00:00,1702.0,20230100,1692.0,20221200,1702.0,20230100
2022-12-20 03:00:00,,20230100,1671.0,20221200,,20230100
2022-12-20 04:00:00,,20230100,1658.0,20221200,,20230100
2022-12-20 05:00:00,,20230100,1648.0,20221200,,20230100
2022-12-20 06:00:00,,20230100,1655.0,20221200,,20230100
2022-12-20 23:00:00,,20230100,1660.0,20221200,,20230100
2022-12-21 02:00:00,,20230100,1673.0,20221200,,20230100
2022-12-21 05:00:00,,20230100,1664.0,20221200,,20230100
2022-12-21 23:00:00,,20230100,1652.0,20221200,,20230100
2022-12-22 05:00:00,,20230100,1659.0,20221200,,20230100
2022-12-22 23:00:00,,20230100,1659.0,20221200,,20230100
2022-12-23 04:00:00,,20230100,1634.0,20221200,,20230100
2022-12-23 05:00:00,,20230100,1637.0,20221200,,20230100
2022-12-23 23:00:00,,20230100,1637.0,20221200,,20230100
2022-12-26 05:00:00,,20230100,1635.0,20221200,,20230100
2022-12-26 23:00:00,1610.0,20230100,1600.0,20221200,1610.0,20230100
2022-12-27 01:00:00,,20230100,1600.0,20221200,,20230100
2022-12-27 04:00:00,,20230100,1611.0,20221200,,20230100
2022-12-27 05:00:00,,20230100,1598.0,20221200,,20230100
2022-12-27 06:00:00,1600.0,20230100,1590.0,20221200,1600.0,20230100
2022-12-27 07:00:00,1600.0,20230100,1590.0,20221200,1600.0,20230100
2022-12-27 23:00:00,1600.0,20230100,1613.0,20221200,1600.0,20230100
2022-12-28 02:00:00,,20230100,1610.0,20221200,,20230100
2022-12-28 03:00:00,1621.0,20230100,1608.0,20221200,1621.0,20230100
2022-12-28 04:00:00,1614.0,20230100,1611.0,20221200,1614.0,20230100
2022-12-28 05:00:00,1626.0,20230100,1613.0,20221200,1626.0,20230100
2022-12-28 05:00:01,,20230200,1626.0,20230100,,20230200
2022-12-28 23:00:00,,20230200,1626.0,20230100,,20230200
2022-12-29 23:00:00,,20230200,1620.0,20230100,,20230200
2022-12-30 23:00:00,,20230200,1635.0,20230100,,20230200
2023-01-03 23:00:00,1698.0,20230200,1689.0,20230100,1698.0,20230200
2023-01-09 23:00:00,1730.0,20230300,1717.0,20230200,1730.0,20230300
2023-01-16 23:00:00,1737.0,20230300,1724.0,20230200,1737.0,20230300
2023-01-20 23:00:00,,20230300,1780.0,20230200,,20230300
2023-01-23 23:00:00,1833.0,20230300,1821.0,20230200,1833.0,20230300
2023-01-25 23:00:00,,20230300,1812.0,20230200,,20230300
2023-01-26 23:00:00,,20230300,1809.0,20230200,,20230300
2023-01-30 23:00:00,1805.0,20230300,1791.0,20230200,1805.0,20230300
2023-01-31 23:00:00,1790.0,20230300,1774.0,20230200,1790.0,20230300
2023-02-01 23:00:00,,20230300,1781.0,20230200,,20230300
2023-02-02 23:00:00,,20230300,1734.0,20230200,,20230300
2023-02-03 23:00:00,,20230300,1725.0,20230200,,20230300
2023-02-06 23:00:00,1761.0,20230300,1749.0,20230200,1761.0,20230300
2023-02-13 23:00:00,1676.0,20230400,1665.0,20230300,1676.0,20230400
2023-02-20 23:00:00,1749.0,20230400,1738.0,20230300,1749.0,20230400
2023-02-22 23:00:00,,20230400,1717.0,20230300,,20230400
2023-02-24 23:00:00,,20230400,1639.0,20230300,,20230400
2023-02-25 23:00:00,,20230400,1746.0,20230300,,20230400
2023-02-27 23:00:00,1601.0,20230400,1600.0,20230300,1601.0,20230400
2023-02-28 23:00:00,,20230400,1608.0,20230300,,20230400
2023-03-01 23:00:00,,20230400,1632.0,20230300,,20230400
2023-03-02 23:00:00,,20230400,1620.0,20230300,,20230400
2023-03-03 23:00:00,,20230400,1600.0,20230300,,20230400
2023-03-06 23:00:00,1616.0,20230400,1606.0,20230300,1616.0,20230400
2023-03-13 23:00:00,1685.0,20230500,1675.0,20230400,1685.0,20230500
2023-03-20 23:00:00,1623.0,20230500,1614.0,20230400,1623.0,20230500
2023-03-24 23:00:00,,20230500,1668.0,20230400,,20230500
2023-03-27 23:00:00,1679.0,20230500,1672.0,20230400,1679.0,20230500
2023-03-28 23:00:00,,20230500,1676.0,20230400,,20230500
2023-03-29 23:00:00,,20230500,1667.0,20230400,,20230500
2023-03-30 23:00:00,,20230500,1695.0,20230400,,20230500
2023-03-31 23:00:00,,20230500,1704.0,20230400,,20230500
2023-04-03 23:00:00,,20230500,1725.0,20230400,,20230500
2023-04-04 22:00:00,,20230500,1724.0,20230400,,20230500
2023-04-04 23:00:00,,20230500,1725.0,20230400,,20230500
2023-04-05 01:00:00,,20230500,1717.0,20230400,,20230500
2023-04-05 02:00:00,,20230500,1719.0,20230400,,20230500
2023-04-05 03:00:00,,20230500,1716.0,20230400,,20230500
2023-04-05 04:00:00,,20230500,1716.0,20230400,,20230500
2023-04-05 22:00:00,,20230500,1732.0,20230400,,20230500
2023-04-05 23:00:00,,20230500,1717.0,20230400,,20230500
2023-04-06 01:00:00,,20230500,1724.0,20230400,,20230500
2023-04-06 02:00:00,,20230500,1725.0,20230400,,20230500
2023-04-06 03:00:00,,20230500,1715.0,20230400,,20230500
2023-04-06 04:00:00,,20230500,1715.0,20230400,,20230500
2023-04-06 05:00:00,,20230500,1704.0,20230400,,20230500
2023-04-06 06:00:00,,20230500,1704.0,20230400,,20230500
2023-04-06 07:00:00,,20230500,1704.0,20230400,,20230500
2023-04-06 08:00:00,,20230500,1704.0,20230400,,20230500
2023-04-06 09:00:00,,20230500,1704.0,20230400,,20230500
2023-04-06 10:00:00,,20230500,1704.0,20230400,,20230500
2023-04-06 11:00:00,,20230500,1704.0,20230400,,20230500
2023-04-06 12:00:00,,20230500,1704.0,20230400,,20230500
2023-04-06 13:00:00,,20230500,1704.0,20230400,,20230500
2023-04-06 14:00:00,,20230500,1704.0,20230400,,20230500
2023-04-06 15:00:00,,20230500,1704.0,20230400,,20230500
2023-04-06 16:00:00,,20230500,1704.0,20230400,,20230500
2023-04-06 17:00:00,,20230500,1704.0,20230400,,20230500
2023-04-06 22:00:00,,20230500,1710.0,20230400,,20230500
2023-04-06 23:00:00,,20230500,1706.0,20230400,,20230500
2023-04-07 01:00:00,,20230500,1704.0,20230400,,20230500
2023-04-07 02:00:00,,20230500,1700.0,20230400,,20230500
2023-04-07 03:00:00,,20230500,1698.0,20230400,,20230500
2023-04-07 04:00:00,,20230500,1698.0,20230400,,20230500
2023-04-07 04:30:00,,20230500,1699.0,20230400,,20230500
2023-04-07 05:00:00,,20230500,1699.0,20230400,,20230500
2023-04-07 06:00:00,,20230500,1699.0,20230400,,20230500
2023-04-07 07:00:00,,20230500,1699.0,20230400,,20230500
2023-04-07 08:00:00,,20230500,1699.0,20230400,,20230500
2023-04-07 09:00:00,,20230500,1699.0,20230400,,20230500
2023-04-07 10:00:00,,20230500,1699.0,20230400,,20230500
2023-04-07 11:00:00,,20230500,1699.0,20230400,,20230500
2023-04-07 12:00:00,,20230500,1699.0,20230400,,20230500
2023-04-07 13:00:00,,20230500,1699.0,20230400,,20230500
2023-04-07 14:00:00,,20230500,1699.0,20230400,,20230500
2023-04-07 15:00:00,,20230500,1699.0,20230400,,20230500
2023-04-07 16:00:00,,20230500,1699.0,20230400,,20230500
2023-04-07 17:00:00,,20230500,1699.0,20230400,,20230500
2023-04-07 23:00:00,,20230500,1703.0,20230400,,20230500
2023-04-08 23:00:00,,20230500,1699.0,20230400,,20230500
2023-04-09 22:00:00,,20230500,1714.0,20230400,,20230500
2023-04-09 23:00:00,,20230500,1714.0,20230400,,20230500
2023-04-10 01:00:00,,20230500,1708.0,20230400,,20230500
2023-04-10 02:00:00,,20230500,1708.0,20230400,,20230500
2023-04-10 03:00:00,,20230500,1702.0,20230400,,20230500
2023-04-10 04:00:00,,20230500,1702.0,20230400,,20230500
2023-04-10 04:30:00,,20230500,1700.0,20230400,,20230500
2023-04-10 05:00:00,,20230500,1700.0,20230400,,20230500
2023-04-10 06:00:00,,20230500,1700.0,20230400,,20230500
2023-04-10 07:00:00,,20230500,1700.0,20230400,,20230500
2023-04-10 08:00:00,,20230500,1700.0,20230400,,20230500
2023-04-10 09:00:00,,20230500,1700.0,20230400,,20230500
2023-04-10 10:00:00,,20230500,1700.0,20230400,,20230500
2023-04-10 11:00:00,,20230500,1700.0,20230400,,20230500
